Publication Date,Fiscal Year,Agency Number,Agency Name,Unit Appropriation Number,Unit Appropriation Name,Personal Service/Other Than Personal Service Indicator,Total Financial Plan Amount,Total Adopted Budget Amount,Total Current Budget Amount,Federal Funds Financial Plan Amount,Federal Funds Adopted Budget Amount,Federal Funds Current Budget Amount,State  Funds Financial Plan Amount,State Funds Adopted Budget Amount,State Funds Current Budget Amount ,Inter-Fund Agreement Funds Financial Plan Amount,Inter-Fund Agreement Funds Adopted Budget Amount,Inter-Fund Agreement Funds Current Budget Amount ,Intra-City Sales Funds Financial Plan Amount,Intra-City Sales Funds Adopted Budget Amount,Intra-City Sales Funds Current Budget Amount ,Other Categorical Funds Financial Plan Amount,Other Categorical Funds Adopted Budget Amount,Other Categorical Funds Current Budget Amount ,Community Development Funds Financial Plan Amount ,Community Development Funds Adopted Budget Amount ,Community Development Funds Current Budget Amount ,City Funds Financial Plan Amount,City Funds Adopted Budget Amount,City Funds Current Budget Amount
20160615,2017,483,BROOKLYN COMMUNITY BOARD #13,002,OTHER THAN PERSONAL SERVICES,O,20691,20691,70691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20691,20691,70691
20160615,2017,483,BROOKLYN COMMUNITY BOARD #13,001,PERSONAL SERVICES,P,213220,209204,163220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213220,209204,163220
20160615,2017,482,BROOKLYN COMMUNITY BOARD #12,003,RENT AND ENERGY,O,78299,81912,81585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78299,81912,81585
20160615,2017,482,BROOKLYN COMMUNITY BOARD #12,002,OTHER THAN PERSONAL SERVICES,O,45656,45656,69808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45656,45656,69808
20160615,2017,482,BROOKLYN COMMUNITY BOARD #12,001,PERSONAL SERVICES,P,191755,187739,167603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191755,187739,167603
20160615,2017,481,BROOKLYN COMMUNITY BOARD #11,003,RENT AND ENERGY,O,45433,46277,45540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45433,46277,45540
20160615,2017,481,BROOKLYN COMMUNITY BOARD #11,002,OTHER THAN PERSONAL SERVICES,O,53611,43451,59635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53611,43451,59635
20160615,2017,481,BROOKLYN COMMUNITY BOARD #11,001,PERSONAL SERVICES,P,183800,189944,177776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183800,189944,177776
20160615,2017,480,BROOKLYN COMMUNITY BOARD #10,003,RENT AND ENERGY,O,84640,90557,90371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84640,90557,90371
20160615,2017,480,BROOKLYN COMMUNITY BOARD #10,002,OTHER THAN PERSONAL SERVICES,O,25541,24428,24428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25541,24428,24428
20160615,2017,480,BROOKLYN COMMUNITY BOARD #10,001,PERSONAL SERVICES,P,211870,208967,212983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211870,208967,212983
20160615,2017,479,BROOKLYN COMMUNITY BOARD #9,003,RENT AND ENERGY,O,156036,59902,59634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156036,59902,59634
20160615,2017,479,BROOKLYN COMMUNITY BOARD #9,002,OTHER THAN PERSONAL SERVICES,O,34226,24226,34226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34226,24226,34226
20160615,2017,479,BROOKLYN COMMUNITY BOARD #9,001,PERSONAL SERVICES,P,199685,205669,199685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199685,205669,199685
20160615,2017,478,BROOKLYN COMMUNITY BOARD #8,003,RENT AND ENERGY,O,70878,64816,64448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70878,64816,64448
20160615,2017,478,BROOKLYN COMMUNITY BOARD #8,002,OTHER THAN PERSONAL SERVICES,O,22768,22768,49548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22768,22768,49548
20160615,2017,478,BROOKLYN COMMUNITY BOARD #8,001,PERSONAL SERVICES,P,211143,207127,184363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211143,207127,184363
20160615,2017,477,BROOKLYN COMMUNITY BOARD #7,002,OTHER THAN PERSONAL SERVICES,O,5699,10699,38699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5699,10699,38699
20160615,2017,477,BROOKLYN COMMUNITY BOARD #7,001,PERSONAL SERVICES,P,231712,227696,203712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231712,227696,203712
20160615,2017,476,BROOKLYN COMMUNITY BOARD #6,003,RENT,O,8411,7929,7929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8411,7929,7929
20160615,2017,476,BROOKLYN COMMUNITY BOARD #6,002,OTHER THAN PERSONAL SERVICES,O,15276,48276,32229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15276,48276,32229
20160615,2017,476,BROOKLYN COMMUNITY BOARD #6,001,PERSONAL SERVICES,P,222135,218119,208182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222135,218119,208182
20160615,2017,475,BROOKLYN COMMUNITY BOARD #5,002,OTHER THAN PERSONAL SERVICES,O,13045,13045,19045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13045,13045,19045
20160615,2017,475,BROOKLYN COMMUNITY BOARD #5,001,PERSONAL SERVICES,P,220866,216850,214866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220866,216850,214866
20160615,2017,474,BROOKLYN COMMUNITY BOARD #4,003,RENT,O,53035,52762,52762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53035,52762,52762
20160615,2017,474,BROOKLYN COMMUNITY BOARD #4,002,OTHER THAN PERSONAL SERVICES,O,26407,26407,39407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26407,26407,39407
20160615,2017,474,BROOKLYN COMMUNITY BOARD #4,001,PERSONAL SERVICES,P,207504,203488,194504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207504,203488,194504
20160615,2017,473,BROOKLYN COMMUNITY BOARD #3,003,RENT AND ENERGY,O,42752,41460,41415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42752,41460,41415
20160615,2017,473,BROOKLYN COMMUNITY BOARD #3,002,OTHER THAN PERSONAL SERVICES,O,49414,49414,49414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49414,49414,49414
20160615,2017,473,BROOKLYN COMMUNITY BOARD #3,001,PERSONAL SERVICES,P,184497,180481,184497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184497,180481,184497
20160615,2017,472,BROOKLYN COMMUNITY BOARD #2,003,RENT,O,48316,48316,48316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48316,48316,48316
20160615,2017,472,BROOKLYN COMMUNITY BOARD #2,002,OTHER THAN PERSONAL SERVICES,O,7856,7856,13250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,0,0,0,7856,7856,13092
20160615,2017,471,BROOKLYN COMMUNITY BOARD #1,003,RENT AND ENERGY,O,73571,73120,72834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73571,73120,72834
20160615,2017,471,BROOKLYN COMMUNITY BOARD #1,002,OTHER THAN PERSONAL SERVICES,O,20476,10476,25476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20476,10476,25476
20160615,2017,471,BROOKLYN COMMUNITY BOARD #1,001,PERSONAL SERVICES,P,213435,219419,208435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213435,219419,208435
20160615,2017,444,QUEENS COMMUNITY BOARD #14,003,RENT AND ENERGY,O,28935,28905,28784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28935,28905,28784
20160615,2017,444,QUEENS COMMUNITY BOARD #14,002,OTHER THAN PERSONAL SERVICES,O,16590,16590,26590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16590,16590,26590
20160615,2017,444,QUEENS COMMUNITY BOARD #14,001,PERSONAL SERVICES,P,217321,213305,207321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217321,213305,207321
20160615,2017,443,QUEENS COMMUNITY BOARD #13,003,RENT,O,38324,35857,35863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38324,35857,35863
20160615,2017,443,QUEENS COMMUNITY BOARD #13,002,OTHER THAN PERSONAL SERVICES,O,26409,26409,76409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26409,26409,76409
20160615,2017,443,QUEENS COMMUNITY BOARD #13,001,PERSONAL SERVICES,P,207502,203486,157502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207502,203486,157502
20160615,2017,442,QUEENS COMMUNITY BOARD #12,002,OTHER THAN PERSONAL SERVICES,O,18346,18346,18346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18346,18346,18346
20160615,2017,442,QUEENS COMMUNITY BOARD #12,001,PERSONAL SERVICES,P,215565,211549,215565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215565,211549,215565
20160615,2017,441,QUEENS COMMUNITY BOARD #11,003,RENT,O,68071,63729,63902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68071,63729,63902
20160615,2017,441,QUEENS COMMUNITY BOARD #11,002,OTHER THAN PERSONAL SERVICES,O,18902,17852,32977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18902,17852,32977
20160615,2017,441,QUEENS COMMUNITY BOARD #11,001,PERSONAL SERVICES,P,215009,212043,200934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215009,212043,200934
20160615,2017,440,QUEENS COMMUNITY BOARD #10,003,RENT,O,48544,48648,48902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48544,48648,48902
20160615,2017,440,QUEENS COMMUNITY BOARD #10,002,OTHER THAN PERSONAL SERVICES,O,17210,17210,53710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17210,17210,53710
20160615,2017,440,QUEENS COMMUNITY BOARD #10,001,PERSONAL SERVICES,P,216701,212685,180201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216701,212685,180201
20160615,2017,439,QUEENS COMMUNITY BOARD #9,003,RENT AND ENERGY,O,2950,3238,2824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2950,3238,2824
20160615,2017,439,QUEENS COMMUNITY BOARD #9,002,OTHER THAN PERSONAL SERVICES,O,15706,15706,58489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15706,15706,58489
20160615,2017,439,QUEENS COMMUNITY BOARD #9,001,PERSONAL SERVICES,P,218205,214189,175422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218205,214189,175422
20160615,2017,438,QUEENS COMMUNITY BOARD #8,003,RENT,O,73777,78366,77885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73777,78366,77885
20160615,2017,438,QUEENS COMMUNITY BOARD #8,002,OTHER THAN PERSONAL SERVICES,O,10028,10028,37299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10028,10028,37299
20160615,2017,438,QUEENS COMMUNITY BOARD #8,001,PERSONAL SERVICES,P,223883,219867,196612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223883,219867,196612
20160615,2017,437,QUEENS COMMUNITY BOARD #7,003,RENT,O,87906,87793,87703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87906,87793,87703
20160615,2017,437,QUEENS COMMUNITY BOARD #7,002,OTHER THAN PERSONAL SERVICES,O,17061,15435,18399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17061,15435,18399
20160615,2017,437,QUEENS COMMUNITY BOARD #7,001,PERSONAL SERVICES,P,216850,214460,215512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216850,214460,215512
20160615,2017,436,QUEENS COMMUNITY BOARD #6,003,RENT AND ENERGY,O,55352,52446,52266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55352,52446,52266
20160615,2017,436,QUEENS COMMUNITY BOARD #6,002,OTHER THAN PERSONAL SERVICES,O,18246,18246,18246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18246,18246,18246
20160615,2017,436,QUEENS COMMUNITY BOARD #6,001,PERSONAL SERVICES,P,215665,211649,215665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215665,211649,215665
20160615,2017,435,QUEENS COMMUNITY BOARD #5,003,RENT AND ENERGY,O,40296,41149,40244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40296,41149,40244
20160615,2017,435,QUEENS COMMUNITY BOARD #5,002,OTHER THAN PERSONAL SERVICES,O,18085,17710,18085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18085,17710,18085
20160615,2017,435,QUEENS COMMUNITY BOARD #5,001,PERSONAL SERVICES,P,215826,212185,215826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215826,212185,215826
20160615,2017,434,QUEENS COMMUNITY BOARD #4,003,RENT AND ENERGY,O,43784,46888,46838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43784,46888,46838
20160615,2017,434,QUEENS COMMUNITY BOARD #4,002,OTHER THAN PERSONAL SERVICES,O,25429,35505,22929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25429,35505,22929
20160615,2017,434,QUEENS COMMUNITY BOARD #4,001,PERSONAL SERVICES,P,208482,194390,210982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208482,194390,210982
20160615,2017,433,QUEENS COMMUNITY BOARD #3,003,RENT,O,85802,85374,85374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85802,85374,85374
20160615,2017,433,QUEENS COMMUNITY BOARD #3,002,OTHER THAN PERSONAL SERVICES,O,29509,34509,35538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1029,0,0,0,29509,34509,34509
20160615,2017,433,QUEENS COMMUNITY BOARD #3,001,PERSONAL SERVICES,P,212402,208386,212402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212402,208386,212402
20160615,2017,432,QUEENS COMMUNITY BOARD #2,003,RENT,O,85876,84925,84925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85876,84925,84925
20160615,2017,432,QUEENS COMMUNITY BOARD #2,002,OTHER THAN PERSONAL SERVICES,O,20410,20410,20410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20410,20410,20410
20160615,2017,432,QUEENS COMMUNITY BOARD #2,001,PERSONAL SERVICES,P,213501,209485,213501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213501,209485,213501
20160615,2017,431,QUEENS COMMUNITY BOARD #1,003,RENT,O,37745,36774,36774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37745,36774,36774
20160615,2017,431,QUEENS COMMUNITY BOARD #1,002,OTHER THAN PERSONAL SERVICES,O,55270,45270,77753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32483,0,0,0,55270,45270,45270
20160615,2017,431,QUEENS COMMUNITY BOARD #1,001,PERSONAL SERVICES,P,188641,184625,188641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188641,184625,188641
20160615,2017,392,BRONX COMMUNITY BOARD #12,003,RENT AND ENERGY,O,5163,5666,4941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5163,5666,4941
20160615,2017,392,BRONX COMMUNITY BOARD #12,002,OTHER THAN PERSONAL SERVICES,O,20007,20007,70007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20007,20007,70007
20160615,2017,392,BRONX COMMUNITY BOARD #12,001,PERSONAL SERVICES,P,213904,209888,163904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213904,209888,163904
20160615,2017,391,BRONX COMMUNITY BOARD #11,003,RENT,O,55763,54736,55123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55763,54736,55123
20160615,2017,391,BRONX COMMUNITY BOARD #11,002,OTHER THAN PERSONAL SERVICES,O,9485,9485,27951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9485,9485,27951
20160615,2017,391,BRONX COMMUNITY BOARD #11,001,PERSONAL SERVICES,P,224426,220410,205960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224426,220410,205960
20160615,2017,390,BRONX COMMUNITY BOARD #10,003,RENT AND ENERGY,O,67204,74356,73223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67204,74356,73223
20160615,2017,390,BRONX COMMUNITY BOARD #10,002,OTHER THAN PERSONAL SERVICES,O,8370,8370,26643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8370,8370,26643
20160615,2017,390,BRONX COMMUNITY BOARD #10,001,PERSONAL SERVICES,P,225541,221525,207268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225541,221525,207268
20160615,2017,389,BRONX COMMUNITY BOARD #9,003,RENT,O,52203,55693,55693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52203,55693,55693
20160615,2017,389,BRONX COMMUNITY BOARD #9,002,OTHER THAN PERSONAL SERVICES,O,44254,44254,73254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44254,44254,73254
20160615,2017,389,BRONX COMMUNITY BOARD #9,001,PERSONAL SERVICES,P,189657,185641,160657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189657,185641,160657
20160615,2017,388,BRONX COMMUNITY BOARD #8,003,RENT AND ENERGY,O,47722,48213,48890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47722,48213,48890
20160615,2017,388,BRONX COMMUNITY BOARD #8,002,OTHER THAN PERSONAL SERVICES,O,12571,7571,57571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12571,7571,57571
20160615,2017,388,BRONX COMMUNITY BOARD #8,001,PERSONAL SERVICES,P,231341,227325,181341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231341,227325,181341
20160615,2017,387,BRONX COMMUNITY BOARD #7,003,RENT AND ENERGY,O,60764,57480,57485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60764,57480,57485
20160615,2017,387,BRONX COMMUNITY BOARD #7,002,OTHER THAN PERSONAL SERVICES,O,34263,29263,79263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34263,29263,79263
20160615,2017,387,BRONX COMMUNITY BOARD #7,001,PERSONAL SERVICES,P,204648,200632,154648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204648,200632,154648
20160615,2017,386,BRONX COMMUNITY BOARD #6,003,RENT AND ENERGY,O,3319,3642,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3319,3642,2005
20160615,2017,386,BRONX COMMUNITY BOARD #6,002,OTHER THAN PERSONAL SERVICES,O,12627,12627,18804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12627,12627,18804
20160615,2017,386,BRONX COMMUNITY BOARD #6,001,PERSONAL SERVICES,P,221284,217268,215107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221284,217268,215107
20160615,2017,385,BRONX COMMUNITY BOARD #5,002,OTHER THAN PERSONAL SERVICES,O,7833,2833,17277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10682,0,0,0,7833,2833,6595
20160615,2017,385,BRONX COMMUNITY BOARD #5,001,PERSONAL SERVICES,P,231078,230977,227316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231078,230977,227316
20160615,2017,384,BRONX COMMUNITY BOARD #4,003,RENT,O,7502,7502,7502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7502,7502,7502
20160615,2017,384,BRONX COMMUNITY BOARD #4,002,OTHER THAN PERSONAL SERVICES,O,35367,20794,20794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35367,20794,20794
20160615,2017,384,BRONX COMMUNITY BOARD #4,001,PERSONAL SERVICES,P,204544,215101,219117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204544,215101,219117
20160615,2017,383,BRONX COMMUNITY BOARD #3,003,RENT,O,60195,54915,55946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60195,54915,55946
20160615,2017,383,BRONX COMMUNITY BOARD #3,002,OTHER THAN PERSONAL SERVICES,O,14626,14626,24626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14626,14626,24626
20160615,2017,383,BRONX COMMUNITY BOARD #3,001,PERSONAL SERVICES,P,219285,219285,209285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219285,219285,209285
20160615,2017,382,BRONX COMMUNITY BOARD #2,003,RENT AND ENERGY,O,47777,45403,45690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47777,45403,45690
20160615,2017,382,BRONX COMMUNITY BOARD #2,002,OTHER THAN PERSONAL SERVICES,O,48833,48833,46199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48833,48833,46199
20160615,2017,382,BRONX COMMUNITY BOARD #2,001,PERSONAL SERVICES,P,185078,181062,187712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185078,181062,187712
20160615,2017,381,BRONX COMMUNITY BOARD #1,003,RENT,O,57670,57296,62980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57670,57296,62980
20160615,2017,381,BRONX COMMUNITY BOARD #1,002,OTHER THAN PERSONAL SERVICES,O,20281,20281,20281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20281,20281,20281
20160615,2017,381,BRONX COMMUNITY BOARD #1,001,PERSONAL SERVICES,P,213630,209614,213630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213630,209614,213630
20160615,2017,352,MANHATTAN COMMUNITY BOARD #12,003,RENT,O,338562,105196,105624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338562,105196,105624
20160615,2017,352,MANHATTAN COMMUNITY BOARD #12,002,OTHER THAN PERSONAL SERVICES,O,28337,23337,41937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28337,23337,41937
20160615,2017,352,MANHATTAN COMMUNITY BOARD #12,001,PERSONAL SERVICES,P,210574,206558,191974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210574,206558,191974
20160615,2017,351,MANHATTAN COMMUNITY BOARD #11,003,RENT AND ENERGY,O,79041,72700,73312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79041,72700,73312
20160615,2017,351,MANHATTAN COMMUNITY BOARD #11,002,OTHER THAN PERSONAL SERVICES,O,31756,22453,55951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31756,22453,55951
20160615,2017,351,MANHATTAN COMMUNITY BOARD #11,001,PERSONAL SERVICES,P,211655,212442,182960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211655,212442,182960
20160615,2017,350,MANHATTAN COMMUNITY BOARD #10,003,RENT,O,92994,87008,87751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92994,87008,87751
20160615,2017,350,MANHATTAN COMMUNITY BOARD #10,002,OTHER THAN PERSONAL SERVICES,O,28585,28585,44051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28585,28585,44051
20160615,2017,350,MANHATTAN COMMUNITY BOARD #10,001,PERSONAL SERVICES,P,210326,206310,194860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210326,206310,194860
20160615,2017,349,MANHATTAN COMMUNITY BOARD #9,003,RENT AND ENERGY,O,141119,41263,41536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141119,41263,41536
20160615,2017,349,MANHATTAN COMMUNITY BOARD #9,002,OTHER THAN PERSONAL SERVICES,O,41327,41327,72327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41327,41327,72327
20160615,2017,349,MANHATTAN COMMUNITY BOARD #9,001,PERSONAL SERVICES,P,202584,198568,171584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202584,198568,171584
20160615,2017,348,MANHATTAN COMMUNITY BOARD #8,003,RENT AND ENERGY,O,170501,168793,169634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170501,168793,169634
20160615,2017,348,MANHATTAN COMMUNITY BOARD #8,002,OTHER THAN PERSONAL SERVICES,O,33141,23141,37641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33141,23141,37641
20160615,2017,348,MANHATTAN COMMUNITY BOARD #8,001,PERSONAL SERVICES,P,210770,206754,196270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210770,206754,196270
20160615,2017,347,MANHATTAN COMMUNITY BOARD #7,003,RENT,O,89810,90567,89598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89810,90567,89598
20160615,2017,347,MANHATTAN COMMUNITY BOARD #7,002,OTHER THAN PERSONAL SERVICES,O,10918,10918,20796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10918,10918,20796
20160615,2017,347,MANHATTAN COMMUNITY BOARD #7,001,PERSONAL SERVICES,P,222993,222260,213115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222993,222260,213115
20160615,2017,346,MANHATTAN COMMUNITY BOARD #6,003,RENT,O,126009,115107,115396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126009,115107,115396
20160615,2017,346,MANHATTAN COMMUNITY BOARD #6,002,OTHER THAN PERSONAL SERVICES,O,22974,20474,135292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79818,0,0,0,22974,20474,55474
20160615,2017,346,MANHATTAN COMMUNITY BOARD #6,001,PERSONAL SERVICES,P,213437,209421,178437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213437,209421,178437
20160615,2017,345,MANHATTAN COMMUNITY BOARD #5,003,RENT AND ENERGY,O,84027,104163,104163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84027,104163,104163
20160615,2017,345,MANHATTAN COMMUNITY BOARD #5,002,OTHER THAN PERSONAL SERVICES,O,14256,14256,39256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14256,14256,39256
20160615,2017,345,MANHATTAN COMMUNITY BOARD #5,001,PERSONAL SERVICES,P,219655,215639,194655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219655,215639,194655
